Id,JobName,StartedOn,LastModifiedOn,CompletedOn,JobRunState,AllocatedCapacity,ExecutionTime,Timeout,MaxCapacity,WorkerType,NumberOfWorkers,GlueVersion,ErrorMessage
jr_535767687a62e5169ce5e2e4eb1e3f2520c3fe8cb74da07d7d6077403090c3a2,demo-pyspark-job,2020-10-03 16:06:16.537000-04:00,2020-10-03 16:06:54.423000-04:00,2020-10-03 16:06:54.423000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_030d4cee430d18386e86e2982f15a9469af23f7095ee234c7c06d1ddf9b79ad8,demo-pyspark-job,2020-10-03 16:06:16.447000-04:00,2020-10-03 16:06:54.197000-04:00,2020-10-03 16:06:54.197000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_1bf0b5c9bbf5e1cb1e515af1a28cc69b2605cdab62bbe8aa0b7bd8b4de3feafe,demo-pyspark-job,2020-10-03 16:06:16.430000-04:00,2020-10-03 16:06:54.363000-04:00,2020-10-03 16:06:54.363000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_e683cb29e4754d1c9c4010a14c9990459a3a1f0dafe37316d36b49789f3035d7,demo-pyspark-job,2020-10-03 16:06:16.322000-04:00,2020-10-03 16:06:54.088000-04:00,2020-10-03 16:06:54.088000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_73b7d1e30aa2b319c992e6634c8c825cf22e058b921c83d8e4e8bd1703c935d7,demo-pyspark-job,2020-10-03 16:06:16.252000-04:00,2020-10-03 16:06:53.820000-04:00,2020-10-03 16:06:53.820000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_4831659008e71dc743823df56d2b860366dd3218f26c7d0b16e3070ddc1e4b63,demo-pyspark-job,2020-10-03 16:06:15.871000-04:00,2020-10-03 16:06:54.372000-04:00,2020-10-03 16:06:54.372000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_a4ebcb38bd58a99784b5f35fe296b5375fe4feb2af22eba183b1649b8f94e2af,demo-pyspark-job,2020-10-03 16:06:15.858000-04:00,2020-10-03 16:06:53.817000-04:00,2020-10-03 16:06:53.817000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_a1d93049d1307c2702b307c43b1083e79ea38d088b61940061254661c62460b9,demo-pyspark-job,2020-10-03 15:57:14.042000-04:00,2020-10-03 15:58:31.964000-04:00,2020-10-03 15:58:31.964000-04:00,STOPPED,2,70,2880,2.0,G.1X,2,2.0,
jr_75587717b704cd42d8c2eab54ed9aa7f5f6b0adc85b79a7b1d60467da3f2daf1,demo-pyspark-job,2020-10-03 15:57:13.995000-04:00,2020-10-03 15:58:32.815000-04:00,2020-10-03 15:58:32.815000-04:00,STOPPED,2,71,2880,2.0,G.1X,2,2.0,
jr_8c9c622e7c2429d05e3fe5b6c559e6f91c94c0746d1ea579b2207421e397a924,demo-pyspark-job,2020-10-03 15:57:13.966000-04:00,2020-10-03 15:58:32.895000-04:00,2020-10-03 15:58:32.895000-04:00,STOPPED,2,71,2880,2.0,G.1X,2,2.0,
jr_0affb87b902b767aa44516ad1bb1a98321a84bb91a54f335fa52b1febd1899c0,demo-pyspark-job,2020-10-03 15:57:13.964000-04:00,2020-10-03 15:58:32.616000-04:00,2020-10-03 15:58:32.616000-04:00,STOPPED,2,71,2880,2.0,G.1X,2,2.0,
jr_e8bbdb843e4437df298584340041e4a8de384c9d43e1043fdb68769f93a1303a,demo-pyspark-job,2020-10-03 15:57:13.958000-04:00,2020-10-03 15:58:31.176000-04:00,2020-10-03 15:58:31.176000-04:00,STOPPED,2,70,2880,2.0,G.1X,2,2.0,
jr_cd508a54ef884e5707800c49a11bd07e4b39c0198225f46dd225d1626aecdf44,demo-pyspark-job,2020-10-03 15:57:13.625000-04:00,2020-10-03 15:58:31.604000-04:00,2020-10-03 15:58:31.604000-04:00,STOPPED,2,70,2880,2.0,G.1X,2,2.0,
jr_83457c6951eb99f1624521cf303e2c49b33fbb191059696f217d7570e99db1f6,demo-pyspark-job,2020-10-03 15:57:13.590000-04:00,2020-10-03 15:58:31.634000-04:00,2020-10-03 15:58:31.634000-04:00,STOPPED,2,70,2880,2.0,G.1X,2,2.0,
jr_62e7dd6c7c4a8a86d7987df887863dee49b6379b1f3c5974390b7d3d8cee3701,demo-pyspark-job,2020-10-03 15:57:13.587000-04:00,2020-10-03 15:58:32.757000-04:00,2020-10-03 15:58:32.757000-04:00,STOPPED,2,71,2880,2.0,G.1X,2,2.0,
jr_40e937dc4a18c3ac1ac5a5b2610b0aba97f91b018551ac2c0a6da313851f2cfa,demo-pyspark-job,2020-10-03 15:57:13.581000-04:00,2020-10-03 15:58:30.997000-04:00,2020-10-03 15:58:30.997000-04:00,STOPPED,2,70,2880,2.0,G.1X,2,2.0,
jr_1acf888f4460fad1eae865b20f27e2fe0007cb908606b01219737bcefa548100,demo-pyspark-job,2020-10-03 15:57:13.575000-04:00,2020-10-03 15:58:31.950000-04:00,2020-10-03 15:58:31.950000-04:00,STOPPED,2,70,2880,2.0,G.1X,2,2.0,
jr_d0baa7821af29a634fc7b9226ecbde1c18561c29461442e3d0a7a129732df58b,demo-pyspark-job,2020-10-03 15:57:13.077000-04:00,2020-10-03 15:58:31.773000-04:00,2020-10-03 15:58:31.773000-04:00,STOPPED,2,70,2880,2.0,G.1X,2,2.0,
jr_e6d8ee9fe434e3851bee0d11f6070aa855c22e4ffadd7966f3f2e71ddb900f86,demo-pyspark-job,2020-10-03 15:57:13.025000-04:00,2020-10-03 15:58:31.898000-04:00,2020-10-03 15:58:31.898000-04:00,STOPPED,2,70,2880,2.0,G.1X,2,2.0,
jr_00c2ffc3928a335048824f46f460045268cb9ce269da7872b0aeb616cb947552,demo-pyspark-job,2020-10-03 15:57:13.007000-04:00,2020-10-03 15:58:31.248000-04:00,2020-10-03 15:58:31.248000-04:00,STOPPED,2,70,2880,2.0,G.1X,2,2.0,
jr_b271bc4d178e8e95d811d627f4bf8135e0160adf71298dc5e531efa895c79e76,demo-pyspark-job,2020-10-03 15:57:12.988000-04:00,2020-10-03 15:58:30.698000-04:00,2020-10-03 15:58:30.698000-04:00,STOPPED,2,70,2880,2.0,G.1X,2,2.0,
jr_5b4be76168ac7f0a0b1a5757a404e9a4e94c8f0ac058490607c260b833d73408,demo-pyspark-job,2020-10-03 15:57:12.967000-04:00,2020-10-03 15:58:31.156000-04:00,2020-10-03 15:58:31.156000-04:00,STOPPED,2,70,2880,2.0,G.1X,2,2.0,
jr_ef12ecfac80a5790c53bf47da41b671d2e3d3f8c7a87168036c9bfde77494cad,demo-pyspark-job,2020-10-03 15:37:46.930000-04:00,2020-10-03 15:38:24.642000-04:00,2020-10-03 15:38:24.642000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_4842c46aa1a7fea9a5db783163e14c334bc46c1ef7a24a3fc1211b55a27a8653,demo-pyspark-job,2020-10-03 15:37:46.894000-04:00,2020-10-03 15:38:24.559000-04:00,2020-10-03 15:38:24.559000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_06237930afd8c92e636b16ef36f87489eed6a3035f0681f3b468a103f1ca2698,demo-pyspark-job,2020-10-03 15:33:38.895000-04:00,2020-10-03 15:34:16.647000-04:00,2020-10-03 15:34:16.647000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_00864b70a679e4cdc8edd10d38cb7434eb29f4156d1f671f2a3b2465773f1e14,demo-pyspark-job,2020-10-03 15:33:38.863000-04:00,2020-10-03 15:34:17.393000-04:00,2020-10-03 15:34:17.393000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_8a331c219093eb64c3cbab8f48a05910df3d94f8605e3554bbc6d49a862c2f0e,demo-pyspark-job,2020-10-03 15:30:08.544000-04:00,2020-10-03 15:30:47.584000-04:00,2020-10-03 15:30:47.584000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_bfc7fea5b4d6b6e3b4ad17f55094779a69e0940b5d7eb12cca9f3ae69fdc131f,demo-pyspark-job,2020-10-03 15:30:08.481000-04:00,2020-10-03 15:30:46.362000-04:00,2020-10-03 15:30:46.362000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_7a1b0264b1fcebd65f3ec9fa9cd68926473c5dbf5b5b48f77ce6d644bc1e5a43,demo-pyspark-job,2020-10-03 14:58:59.515000-04:00,2020-10-03 14:59:27.203000-04:00,2020-10-03 14:59:27.203000-04:00,STOPPED,2,22,2880,2.0,G.1X,2,2.0,
jr_0213142c77cca900334e1748a53c816623c514eba033c5768bc3041aac57a499,demo-pyspark-job,2020-10-03 14:58:59.411000-04:00,2020-10-03 14:59:34.538000-04:00,2020-10-03 14:59:34.538000-04:00,STOPPED,2,31,2880,2.0,G.1X,2,2.0,
jr_116a55e75e043b4b3290a88749d547cf7494f8b7f2820f31104a8188395574da,demo-pyspark-job,2020-10-03 14:57:05.484000-04:00,2020-10-03 14:58:21.650000-04:00,2020-10-03 14:58:21.650000-04:00,STOPPED,2,70,2880,2.0,G.1X,2,2.0,
jr_fb018d2d88b5f9167338decbe09bf14c87ad06c3240b96667517e4a46f29538d,demo-pyspark-job,2020-10-03 14:57:04.069000-04:00,2020-10-03 14:58:23.308000-04:00,2020-10-03 14:58:23.308000-04:00,STOPPED,2,70,2880,2.0,G.1X,2,2.0,
jr_c0316682c337fb0bd9fb776c450978cd7678ca1b5ae6213fa1118930fb68858a,demo-pyspark-job,2020-10-03 14:46:24.874000-04:00,2020-10-03 14:47:03.637000-04:00,2020-10-03 14:47:03.637000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_e0d8fbccc85a0b8d88a826f4c4acbe42333e15275f10ae3035f7fc1544ac4d87,demo-pyspark-job,2020-10-03 14:46:24.869000-04:00,2020-10-03 14:47:02.610000-04:00,2020-10-03 14:47:02.610000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_1eaa151cf3c722d4e426e53c1a9a85667bccf35259a212ee4e3fe258878426d1,demo-pyspark-job,2020-10-03 14:44:52.481000-04:00,2020-10-03 14:45:30.372000-04:00,2020-10-03 14:45:30.372000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_781702198c2661094cca9235ea9074bd187de32795f865f03f67e111683f2d47,demo-pyspark-job,2020-10-03 14:44:52.469000-04:00,2020-10-03 14:45:30.307000-04:00,2020-10-03 14:45:30.307000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_024888a28ccb60e4c52f7b46917a7da264286762e0e14bd1f161efd2ffefeaab,demo-pyspark-job,2020-10-03 14:42:36.781000-04:00,2020-10-03 14:43:16.258000-04:00,2020-10-03 14:43:16.258000-04:00,STOPPED,2,31,2880,2.0,G.1X,2,2.0,
jr_66562d93e6e24801dbad7882bf598f5d425b690c3cd7253ea96ad1b0dd17a168,demo-pyspark-job,2020-10-03 14:42:36.751000-04:00,2020-10-03 14:43:14.383000-04:00,2020-10-03 14:43:14.383000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_8a08ec4892e6c272ca018103af2eb627fe96726760c4ecd9f6697ab5e0e0ce63,demo-pyspark-job,2020-10-03 14:40:58.196000-04:00,2020-10-03 14:41:35.848000-04:00,2020-10-03 14:41:35.848000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_ef54e724411d9137dc0a3d6d6286f5dceb428656f6515527b6668f717bcef252,demo-pyspark-job,2020-10-03 14:40:58.166000-04:00,2020-10-03 14:41:35.849000-04:00,2020-10-03 14:41:35.849000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_6467cc3740101a30beebd43d83aac9c62201e5e60c933c3a7429ed7eb8c3f9c5,demo-pyspark-job,2020-10-03 14:39:13.269000-04:00,2020-10-03 14:39:50.993000-04:00,2020-10-03 14:39:50.993000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_6dfbd0a7bafddcf57ad0f4795292f4686d7868491377811359f960e67242e8bb,demo-pyspark-job,2020-10-03 14:39:13.170000-04:00,2020-10-03 14:39:51.981000-04:00,2020-10-03 14:39:51.981000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_9958de4310d9db54da6cd3d9e89e120b07683c0a66f89897a8ff1962bde751f6,demo-pyspark-job,2020-10-03 14:04:55.708000-04:00,2020-10-03 14:06:14.396000-04:00,2020-10-03 14:06:14.396000-04:00,STOPPED,2,71,2880,2.0,G.1X,2,2.0,
jr_87f10c8017111af903e1c602a31561cfd12badc157b14ed67837086a7e5046ec,demo-pyspark-job,2020-10-03 14:04:55.689000-04:00,2020-10-03 14:06:15.518000-04:00,2020-10-03 14:06:15.518000-04:00,STOPPED,2,71,2880,2.0,G.1X,2,2.0,
jr_bbffefcfef68b12c4577e9f8b56a83c5a50bc44477471262e98490bb1a428ad8,demo-pyspark-job,2020-10-03 10:29:13.275000-04:00,2020-10-03 10:30:02.790000-04:00,2020-10-03 10:30:02.790000-04:00,STOPPED,2,42,2880,2.0,G.1X,2,2.0,
jr_6ba231e806e435e75baa50ce2f181212c182d701e4f92172b0bc190029288312,demo-pyspark-job,2020-10-03 10:29:13.156000-04:00,2020-10-03 10:30:04.311000-04:00,2020-10-03 10:30:04.312000-04:00,STOPPED,2,43,2880,2.0,G.1X,2,2.0,
jr_b8d6fc07ee177bfd30bf1edc2958ffd39dd9966b134ab9a2f3917472d731b5a5,demo-pyspark-job,2020-09-28 21:06:08.527000-04:00,2020-09-28 21:07:00.315000-04:00,2020-09-28 21:07:00.315000-04:00,STOPPED,2,44,2880,2.0,G.1X,2,2.0,
jr_025258721e7f2fc8292db43f30f1ee328499cb627f4d8a3664f0b5e0d2e15195,demo-pyspark-job,2020-09-28 21:06:08.450000-04:00,2020-09-28 21:07:00.556000-04:00,2020-09-28 21:07:00.556000-04:00,STOPPED,2,44,2880,2.0,G.1X,2,2.0,
jr_356ee7f0a6cc5391a5f1c2f2609019b3203b43959929765c4346f10ae5ba8418,demo-pyspark-job,2020-09-28 20:20:37.776000-04:00,2020-09-28 20:21:56.286000-04:00,2020-09-28 20:21:56.286000-04:00,STOPPED,2,70,2880,2.0,G.1X,2,2.0,
jr_9037c50d57cb67844c44228032e6c4face3a70fefd9f717b0f5fa43e5f98273c,demo-pyspark-job,2020-09-28 20:20:37.700000-04:00,2020-09-28 20:21:56.335000-04:00,2020-09-28 20:21:56.335000-04:00,STOPPED,2,71,2880,2.0,G.1X,2,2.0,
jr_09b820c33911df469659c264177862c355af8bd954196dcbc3ea54a9565c12d4,demo-pyspark-job,2020-09-28 17:12:28.216000-04:00,2020-09-28 17:13:06.958000-04:00,2020-09-28 17:13:06.958000-04:00,STOPPED,2,30,2880,2.0,G.1X,2,2.0,
jr_eaffffcfb6c7a413d2127fe8e88710d456003ab73b36094507368c2e6f4ef219,demo-pyspark-job,2020-09-28 17:12:28.124000-04:00,2020-09-28 17:13:06.987000-04:00,2020-09-28 17:13:06.987000-04:00,STOPPED,2,31,2880,2.0,G.1X,2,2.0,
